#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,attraction_id,status
,5906,5906,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T01:53:35Z,61,cleaning,maintenance_data,AT487,completed
,5907,5907,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T14:51:35Z,12,safety_check,maintenance_data,AT487,completed
,5908,5908,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T09:31:35Z,25,software_update,maintenance_data,AT487,completed
,5909,5909,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T10:26:35Z,31,lubrication,maintenance_data,AT487,completed
,5910,5910,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T06:52:35Z,10,inspection,maintenance_data,AT757,completed
,5911,5911,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T18:11:35Z,43,repair,maintenance_data,AT757,completed
,5912,5912,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T06:47:35Z,11,cleaning,maintenance_data,AT757,completed
,5913,5913,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T01:57:35Z,86,safety_check,maintenance_data,AT757,completed
,5914,5914,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T11:52:35Z,47,software_update,maintenance_data,AT757,completed
,5915,5915,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T00:49:35Z,89,lubrication,maintenance_data,AT757,completed
,5916,5916,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T06:14:35Z,90,inspection,maintenance_data,AT930,completed
,5917,5917,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T07:21:35Z,23,repair,maintenance_data,AT930,pending
,5918,5918,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T13:33:35Z,63,cleaning,maintenance_data,AT930,completed
,5919,5919,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T15:25:35Z,19,safety_check,maintenance_data,AT930,completed
,5920,5920,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T20:52:35Z,90,software_update,maintenance_data,AT930,completed
,5921,5921,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T02:29:35Z,24,lubrication,maintenance_data,AT930,completed
,5922,5922,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T15:03:35Z,39,inspection,maintenance_data,AT423,completed
,5923,5923,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T03:12:35Z,39,repair,maintenance_data,AT423,completed
,5924,5924,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T23:49:35Z,77,cleaning,maintenance_data,AT423,pending
,5925,5925,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T18:40:35Z,83,safety_check,maintenance_data,AT423,completed
,5926,5926,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T08:31:35Z,55,software_update,maintenance_data,AT423,completed
,5927,5927,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T18:43:35Z,12,lubrication,maintenance_data,AT423,completed
,5928,5928,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T15:07:35Z,51,inspection,maintenance_data,AT523,completed
,5929,5929,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T19:42:35Z,32,repair,maintenance_data,AT523,pending
,5930,5930,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T22:17:35Z,20,cleaning,maintenance_data,AT523,completed
,5931,5931,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T03:47:35Z,84,safety_check,maintenance_data,AT523,pending
,5932,5932,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T18:46:35Z,18,software_update,maintenance_data,AT523,completed
,5933,5933,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T20:38:35Z,37,lubrication,maintenance_data,AT523,completed
,5934,5934,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T16:18:35Z,19,inspection,maintenance_data,AT852,completed
,5935,5935,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T05:08:35Z,16,repair,maintenance_data,AT852,completed
,5936,5936,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T03:56:35Z,88,cleaning,maintenance_data,AT852,pending
,5937,5937,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T19:18:35Z,80,safety_check,maintenance_data,AT852,completed
,5938,5938,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T19:30:35Z,80,software_update,maintenance_data,AT852,completed
,5939,5939,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T15:54:35Z,23,lubrication,maintenance_data,AT852,completed
,5940,5940,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T00:16:35Z,19,inspection,maintenance_data,AT987,pending
,5941,5941,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T21:08:35Z,31,repair,maintenance_data,AT987,completed
,5942,5942,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T16:42:35Z,59,cleaning,maintenance_data,AT987,completed
,5943,5943,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T18:31:35Z,66,safety_check,maintenance_data,AT987,completed
,5944,5944,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T05:15:35Z,39,software_update,maintenance_data,AT987,completed
,5945,5945,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T21:52:35Z,11,lubrication,maintenance_data,AT987,pending
,5946,5946,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T14:51:35Z,65,inspection,maintenance_data,AT150,pending
,5947,5947,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T12:11:35Z,23,repair,maintenance_data,AT150,completed
,5948,5948,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T15:45:35Z,77,cleaning,maintenance_data,AT150,completed
,5949,5949,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T22:14:35Z,23,safety_check,maintenance_data,AT150,completed
,5950,5950,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T10:44:35Z,70,software_update,maintenance_data,AT150,completed
,5951,5951,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T01:57:35Z,27,lubrication,maintenance_data,AT150,pending
,5952,5952,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T23:14:35Z,58,inspection,maintenance_data,AT721,completed
,5953,5953,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T09:55:35Z,27,repair,maintenance_data,AT721,completed
,5954,5954,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T21:29:35Z,21,cleaning,maintenance_data,AT721,completed
,5955,5955,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T21:41:35Z,31,safety_check,maintenance_data,AT721,completed
,5956,5956,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T23:22:35Z,65,software_update,maintenance_data,AT721,pending
,5957,5957,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T20:31:35Z,58,lubrication,maintenance_data,AT721,completed
,5958,5958,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T15:12:35Z,61,inspection,maintenance_data,AT309,completed
,5959,5959,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T15:11:35Z,76,repair,maintenance_data,AT309,pending
,5960,5960,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T15:00:35Z,51,cleaning,maintenance_data,AT309,completed
,5961,5961,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T08:27:35Z,28,safety_check,maintenance_data,AT309,pending
,5962,5962,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T14:26:35Z,26,software_update,maintenance_data,AT309,completed
,5963,5963,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T13:10:35Z,35,lubrication,maintenance_data,AT309,completed
,5964,5964,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T02:36:35Z,48,inspection,maintenance_data,AT662,pending
,5965,5965,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T11:31:35Z,61,repair,maintenance_data,AT662,completed
,5966,5966,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T02:11:35Z,30,cleaning,maintenance_data,AT662,completed
,5967,5967,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T15:04:35Z,72,safety_check,maintenance_data,AT662,completed
,5968,5968,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T04:47:35Z,72,software_update,maintenance_data,AT662,completed
,5969,5969,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T02:58:35Z,29,lubrication,maintenance_data,AT662,completed
,5970,5970,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T07:29:35Z,32,inspection,maintenance_data,AT886,completed
,5971,5971,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T22:07:35Z,50,repair,maintenance_data,AT886,completed
,5972,5972,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T11:31:35Z,37,cleaning,maintenance_data,AT886,completed
,5973,5973,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T01:40:35Z,28,safety_check,maintenance_data,AT886,completed
,5974,5974,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T02:48:35Z,30,software_update,maintenance_data,AT886,completed
,5975,5975,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T13:44:35Z,59,lubrication,maintenance_data,AT886,pending
,5976,5976,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T13:48:35Z,19,inspection,maintenance_data,AT422,completed
,5977,5977,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T07:27:35Z,35,repair,maintenance_data,AT422,completed
,5978,5978,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T02:40:35Z,76,cleaning,maintenance_data,AT422,completed
,5979,5979,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T02:27:35Z,28,safety_check,maintenance_data,AT422,pending
,5980,5980,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T03:54:35Z,34,software_update,maintenance_data,AT422,pending
,5981,5981,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T10:27:35Z,66,lubrication,maintenance_data,AT422,pending
,5982,5982,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T00:45:35Z,27,inspection,maintenance_data,AT343,completed
,5983,5983,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T00:16:35Z,79,repair,maintenance_data,AT343,completed
,5984,5984,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T19:39:35Z,26,cleaning,maintenance_data,AT343,completed
,5985,5985,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T17:56:35Z,76,safety_check,maintenance_data,AT343,completed
,5986,5986,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T17:01:35Z,24,software_update,maintenance_data,AT343,completed
,5987,5987,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T07:47:35Z,72,lubrication,maintenance_data,AT343,completed
,5988,5988,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T02:14:35Z,10,inspection,maintenance_data,AT522,completed
,5989,5989,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T13:06:35Z,87,repair,maintenance_data,AT522,completed
,5990,5990,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T10:31:35Z,41,cleaning,maintenance_data,AT522,completed
,5991,5991,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T03:17:35Z,39,safety_check,maintenance_data,AT522,completed
,5992,5992,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T08:07:35Z,66,software_update,maintenance_data,AT522,pending
,5993,5993,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T20:25:35Z,24,lubrication,maintenance_data,AT522,completed
,5994,5994,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T12:06:35Z,39,inspection,maintenance_data,AT420,completed
,5995,5995,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T04:35:35Z,18,repair,maintenance_data,AT420,completed
,5996,5996,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T11:01:35Z,45,cleaning,maintenance_data,AT420,completed
,5997,5997,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T18:32:35Z,61,safety_check,maintenance_data,AT420,completed
,5998,5998,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T10:44:35Z,64,software_update,maintenance_data,AT420,completed
,5999,5999,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T08:20:35Z,41,lubrication,maintenance_data,AT420,completed
,6000,6000,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T12:34:35Z,89,inspection,maintenance_data,AT976,completed
,6001,6001,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T01:17:35Z,56,repair,maintenance_data,AT976,completed
,6002,6002,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T06:50:35Z,34,cleaning,maintenance_data,AT976,pending
,6003,6003,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T01:52:35Z,24,safety_check,maintenance_data,AT976,completed
,6004,6004,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T15:07:35Z,87,software_update,maintenance_data,AT976,completed
,6005,6005,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T21:55:35Z,57,lubrication,maintenance_data,AT976,completed
,6006,6006,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T06:50:35Z,39,inspection,maintenance_data,AT160,pending
,6007,6007,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T02:20:35Z,10,repair,maintenance_data,AT160,completed
,6008,6008,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T10:01:35Z,67,cleaning,maintenance_data,AT160,completed
,6009,6009,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T01:44:35Z,90,safety_check,maintenance_data,AT160,completed
,6010,6010,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T14:58:35Z,90,software_update,maintenance_data,AT160,completed
,6011,6011,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T15:02:35Z,37,lubrication,maintenance_data,AT160,completed
,6012,6012,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T00:46:35Z,32,inspection,maintenance_data,AT174,completed
,6013,6013,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T03:58:35Z,51,repair,maintenance_data,AT174,completed
,6014,6014,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T05:11:35Z,62,cleaning,maintenance_data,AT174,completed
,6015,6015,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T12:48:35Z,49,safety_check,maintenance_data,AT174,completed
,6016,6016,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T08:23:35Z,72,software_update,maintenance_data,AT174,completed
,6017,6017,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T03:03:35Z,41,lubrication,maintenance_data,AT174,pending
,6018,6018,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T06:01:35Z,71,inspection,maintenance_data,AT736,completed
,6019,6019,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T06:59:35Z,60,repair,maintenance_data,AT736,completed
,6020,6020,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T11:03:35Z,75,cleaning,maintenance_data,AT736,completed
,6021,6021,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T08:29:35Z,26,safety_check,maintenance_data,AT736,completed
,6022,6022,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T03:45:35Z,48,software_update,maintenance_data,AT736,completed
,6023,6023,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T02:39:35Z,78,lubrication,maintenance_data,AT736,completed
,6024,6024,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T15:47:35Z,59,inspection,maintenance_data,AT596,completed
,6025,6025,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T08:02:35Z,54,repair,maintenance_data,AT596,completed
,6026,6026,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T13:54:35Z,36,cleaning,maintenance_data,AT596,completed
,6027,6027,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T08:04:35Z,20,safety_check,maintenance_data,AT596,completed
,6028,6028,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T01:18:35Z,62,software_update,maintenance_data,AT596,pending
,6029,6029,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T10:56:35Z,16,lubrication,maintenance_data,AT596,completed
,6030,6030,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T08:25:35Z,45,inspection,maintenance_data,AT799,pending
,6031,6031,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T21:26:35Z,23,repair,maintenance_data,AT799,completed
,6032,6032,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T11:23:35Z,82,cleaning,maintenance_data,AT799,completed
,6033,6033,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T10:49:35Z,51,safety_check,maintenance_data,AT799,pending
,6034,6034,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T14:44:35Z,88,software_update,maintenance_data,AT799,completed
,6035,6035,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T18:40:35Z,73,lubrication,maintenance_data,AT799,completed
,6036,6036,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T03:31:35Z,73,inspection,maintenance_data,AT753,pending
,6037,6037,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T18:50:35Z,50,repair,maintenance_data,AT753,completed
,6038,6038,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T21:19:35Z,65,cleaning,maintenance_data,AT753,pending
,6039,6039,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T01:53:35Z,46,safety_check,maintenance_data,AT753,completed
,6040,6040,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T16:07:35Z,76,software_update,maintenance_data,AT753,completed
,6041,6041,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T11:42:35Z,45,lubrication,maintenance_data,AT753,completed
,6042,6042,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T02:23:35Z,26,inspection,maintenance_data,AT205,pending
,6043,6043,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T07:28:35Z,19,repair,maintenance_data,AT205,completed
,6044,6044,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T04:38:35Z,33,cleaning,maintenance_data,AT205,pending
,6045,6045,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T17:46:35Z,80,safety_check,maintenance_data,AT205,completed
,6046,6046,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T06:15:35Z,50,software_update,maintenance_data,AT205,completed
,6047,6047,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T19:09:35Z,55,lubrication,maintenance_data,AT205,completed
,6048,6048,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T20:58:35Z,31,inspection,maintenance_data,AT720,pending
,6049,6049,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T07:34:35Z,81,repair,maintenance_data,AT720,pending
,6050,6050,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T22:06:35Z,29,cleaning,maintenance_data,AT720,pending
,6051,6051,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T20:32:35Z,60,safety_check,maintenance_data,AT720,completed
,6052,6052,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T01:02:35Z,38,software_update,maintenance_data,AT720,pending
,6053,6053,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T12:22:35Z,34,lubrication,maintenance_data,AT720,pending
,6054,6054,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T20:19:35Z,51,inspection,maintenance_data,AT222,completed
,6055,6055,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T11:23:35Z,56,repair,maintenance_data,AT222,completed
,6056,6056,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T03:36:35Z,78,cleaning,maintenance_data,AT222,pending
,6057,6057,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T14:30:35Z,41,safety_check,maintenance_data,AT222,pending
,6058,6058,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T11:11:35Z,89,software_update,maintenance_data,AT222,completed
,6059,6059,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T02:23:35Z,65,lubrication,maintenance_data,AT222,completed
,6060,6060,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T14:01:35Z,58,inspection,maintenance_data,AT848,completed
,6061,6061,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T03:24:35Z,45,repair,maintenance_data,AT848,completed
,6062,6062,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T04:41:35Z,69,cleaning,maintenance_data,AT848,completed
,6063,6063,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T04:07:35Z,86,safety_check,maintenance_data,AT848,completed
,6064,6064,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T22:33:35Z,76,software_update,maintenance_data,AT848,completed
,6065,6065,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T20:25:35Z,81,lubrication,maintenance_data,AT848,completed
,6066,6066,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T09:20:35Z,25,inspection,maintenance_data,AT657,completed
,6067,6067,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T18:45:35Z,50,repair,maintenance_data,AT657,completed
,6068,6068,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T11:58:35Z,36,cleaning,maintenance_data,AT657,completed
,6069,6069,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T17:22:35Z,83,safety_check,maintenance_data,AT657,completed
,6070,6070,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T10:38:35Z,10,software_update,maintenance_data,AT657,completed
,6071,6071,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T04:36:35Z,19,lubrication,maintenance_data,AT657,completed
,6072,6072,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T22:41:35Z,87,inspection,maintenance_data,AT165,completed
,6073,6073,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T15:23:35Z,36,repair,maintenance_data,AT165,completed
,6074,6074,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T21:06:35Z,88,cleaning,maintenance_data,AT165,completed
,6075,6075,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T03:40:35Z,33,safety_check,maintenance_data,AT165,pending
,6076,6076,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T03:18:35Z,87,software_update,maintenance_data,AT165,pending
,6077,6077,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T15:17:35Z,22,lubrication,maintenance_data,AT165,pending
,6078,6078,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T17:29:35Z,84,inspection,maintenance_data,AT387,completed
,6079,6079,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T14:21:35Z,48,repair,maintenance_data,AT387,completed
,6080,6080,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-10-31T18:40:35Z,26,cleaning,maintenance_data,AT387,completed
